siglum,marginalia,folio,sequence,incipit,feast,office,genre,position,cantus_id,mode,finalis,differentia,differentiae_database,fulltext_standardized,fulltext_ms,volpiano,image_link,melody_id,addendum,extra,node_id
D-Mbs Clm 17212,,1r,01,Ave maria gracia plena dominus tecum benedicta,,,Sq,,ah50282,,,,,,,,,,,,626905
D-Mbs Clm 17212,,1v,02,Trinitas unitas deitas aeterna,,,Sq,,ah000,,,,,,,,,,,,626906
