id,disambiguation,video,artist-credit_name,artist-credit_wiki,artist-credit_artist_genres_id,artist-credit_artist_genres_name,artist-credit_artist_genres_wiki,artist-credit_artist_id,artist-credit_artist_name,artist-credit_artist_wiki,length,title,title_wiki,annotation,genres_id,genres_name,genres_wiki,isrcs
https://musicbrainz.org/recording/e3aaaf03-9e87-4e99-8787-5d62a8724fc1,,,,,https://musicbrainz.org/genre/489ebed8-1299-4761-ba0b-29d381085f82,progressive pop,https://www.wikidata.org/wiki/Q3397882,,,,,,,,https://musicbrainz.org/genre/0e3fc579-2d24-4f20-9dae-736e1ec78798,rock music,https://www.wikidata.org/wiki/Q11399,
https://musicbrainz.org/recording/e3aaaf03-9e87-4e99-8787-5d62a8724fc1,,,,,https://musicbrainz.org/genre/2aeb5340-c474-4677-b9a6-35ddac9b6a58,psychedelic pop,https://www.wikidata.org/wiki/Q383982,,,,,,,,https://musicbrainz.org/genre/b76ee78d-ec97-49e9-8ea6-cfc46ecc3b23,surf rock,https://www.wikidata.org/wiki/Q106581470,
https://musicbrainz.org/recording/e3aaaf03-9e87-4e99-8787-5d62a8724fc1,,,,,https://musicbrainz.org/genre/0e3fc579-2d24-4f20-9dae-736e1ec78798,rock music,https://www.wikidata.org/wiki/Q11399,,,,,,,,,,,
https://musicbrainz.org/recording/e3aaaf03-9e87-4e99-8787-5d62a8724fc1,,,,,https://musicbrainz.org/genre/68b80b55-c919-4258-ac7a-55fb6c927ed9,sunshine pop,https://www.wikidata.org/wiki/Q2461933,,,,,,,,,,,
https://musicbrainz.org/recording/e3aaaf03-9e87-4e99-8787-5d62a8724fc1,,,,,https://musicbrainz.org/genre/b76ee78d-ec97-49e9-8ea6-cfc46ecc3b23,surf rock,https://www.wikidata.org/wiki/Q106581470,,,,,,,,,,,
https://musicbrainz.org/recording/e3aaaf03-9e87-4e99-8787-5d62a8724fc1,,,,,https://musicbrainz.org/genre/0bb94bd0-0025-479c-b398-41fb2f12f939,surf pop,https://www.wikidata.org/wiki/Q16011695,,,,,,,,,,,
https://musicbrainz.org/recording/6454044c-3746-4907-93cc-3a1ce80a88ee,,False,Bill Laswell,https://www.wikidata.org/wiki/Q552511,https://musicbrainz.org/genre/608b0471-7531-4854-a348-e698c69cb699,ambient music,https://www.wikidata.org/wiki/Q193207,https://musicbrainz.org/artist/8b7a121c-5b50-4912-ab4c-e49a631a2db0,Bill Laswell,https://www.wikidata.org/wiki/Q552511,339000,Mystery of Shape Changing,,,,,,
https://musicbrainz.org/recording/6454044c-3746-4907-93cc-3a1ce80a88ee,,,,,https://musicbrainz.org/genre/b7ef058e-6d83-4ca4-8123-9724bff4648b,art rock,https://www.wikidata.org/wiki/Q217467,,,,,,,,,,,
https://musicbrainz.org/recording/6454044c-3746-4907-93cc-3a1ce80a88ee,,,,,https://musicbrainz.org/genre/b1c0c2ad-e5ae-4bb6-a1be-d66e195fd2d7,avant-garde music,https://www.wikidata.org/wiki/Q2332751,,,,,,,,,,,
https://musicbrainz.org/recording/6454044c-3746-4907-93cc-3a1ce80a88ee,,,,,https://musicbrainz.org/genre/c72a5d45-75a8-4b35-9f48-67e49eb4b5e5,dub music,https://www.wikidata.org/wiki/Q212688,,,,,,,,,,,
