event_id,type-id,disambiguation,cancelled,time,name,setlist,type,annotation,genres_id,relations_wiki
https://musicbrainz.org/event/a637d8db-9b49-4b30-ad07-07dad7eb914e,ef55e8d7-3d00-394a-8012-f5506a29ff0b,,False,,Merel Quartett at Felsenkapelle St. Michael,,Concert,,,
https://musicbrainz.org/event/13ebf578-e1d3-4453-b529-acf033820cb1,ef55e8d7-3d00-394a-8012-f5506a29ff0b,,False,,Gypsy Meltdown at Glen Echo Park on Friday,,Concert,,https://musicbrainz.org/genre/2f7f569a-9348-4384-8508-2d0ac7d6a778,
https://musicbrainz.org/event/b93526e4-b64e-427c-89d1-34c27f279316,ef55e8d7-3d00-394a-8012-f5506a29ff0b,,False,,Herbert Grönemeyer at Rheinpark Stadion,,Concert,,,
https://musicbrainz.org/event/096382b5-f6c3-46ba-b677-a276d0f33bf5,ef55e8d7-3d00-394a-8012-f5506a29ff0b,,False,,Paradise Lost at Queen’s Hall,,Concert,,,
https://musicbrainz.org/event/d27110a6-9055-429c-ad7b-cbacf6b41782,ef55e8d7-3d00-394a-8012-f5506a29ff0b,,False,,Sassafras Stomp at Glen Echo Park in 2014,,Concert,,https://musicbrainz.org/genre/2f7f569a-9348-4384-8508-2d0ac7d6a778,
https://musicbrainz.org/event/6c7958db-b620-41ed-9865-90e72c8d54cb,ef55e8d7-3d00-394a-8012-f5506a29ff0b,,False,,Swallowtail at Glen Echo Park in 2012,,Concert,,https://musicbrainz.org/genre/2f7f569a-9348-4384-8508-2d0ac7d6a778,
https://musicbrainz.org/event/9c3e5797-5e42-44c1-bfd9-091fa63f412b,ef55e8d7-3d00-394a-8012-f5506a29ff0b,,False,20:00,DIE KLEINEN GÖTTER geben ihr Letztes,,Concert,,,
https://musicbrainz.org/event/8dcc36ec-d5eb-40a6-86c0-1111dbdf6f7e,ef55e8d7-3d00-394a-8012-f5506a29ff0b,,True,20:00,Wussy / The Royal Pines at The Red Line Tap,,Concert,,,
https://musicbrainz.org/event/f1d4fd41-0af1-4952-90fa-3f06de6395cd,ef55e8d7-3d00-394a-8012-f5506a29ff0b,,False,,Crowfoot at Glen Echo Park in 2011,,Concert,,https://musicbrainz.org/genre/2f7f569a-9348-4384-8508-2d0ac7d6a778,
https://musicbrainz.org/event/58c90b42-cb2f-4667-aa43-c9c940394b90,ef55e8d7-3d00-394a-8012-f5506a29ff0b,,False,,Les Reines Prochaines at Kunstmuseum Liechtenstein,,Concert,,,
https://musicbrainz.org/event/054e5968-5f94-435b-a07a-785bf17636a9,ef55e8d7-3d00-394a-8012-f5506a29ff0b,,False,,Markus Land Quintett at Bonn Hbf/Thomas-Mann-Straße,,Concert,,,
https://musicbrainz.org/event/38bbd719-bfcb-4923-9446-aa67f2a7560d,ef55e8d7-3d00-394a-8012-f5506a29ff0b,,False,,Honeysuckle Rose at Glen Echo Park in 2012,,Concert,,https://musicbrainz.org/genre/2f7f569a-9348-4384-8508-2d0ac7d6a778,
https://musicbrainz.org/event/1a6a98c2-be95-486e-88bf-56c462b639bb,ef55e8d7-3d00-394a-8012-f5506a29ff0b,,False,,"Notorious at Willard Straight Hall, Cornell",,Concert,,https://musicbrainz.org/genre/2f7f569a-9348-4384-8508-2d0ac7d6a778,
https://musicbrainz.org/event/18cc884c-d103-4c0c-ac56-a399de39bb2a,ef55e8d7-3d00-394a-8012-f5506a29ff0b,,False,,Shakespeare Company Berlin at Ilmbühne,,Concert,,,
https://musicbrainz.org/event/a6b7b343-86f8-43f2-897f-0c9202dd4cc8,ef55e8d7-3d00-394a-8012-f5506a29ff0b,,False,,Montage at Glen Echo Park,,Concert,,https://musicbrainz.org/genre/2f7f569a-9348-4384-8508-2d0ac7d6a778,
https://musicbrainz.org/event/21b238ff-93d9-403a-965d-745bdc2858dc,ef55e8d7-3d00-394a-8012-f5506a29ff0b,,False,,Matching Orange at Cornell Contra,,Concert,,https://musicbrainz.org/genre/2f7f569a-9348-4384-8508-2d0ac7d6a778,
https://musicbrainz.org/event/69f0fb7c-742b-4c69-b46f-352ca97f0704,ef55e8d7-3d00-394a-8012-f5506a29ff0b,,False,,Anadama at Concord Scout House,,Concert,,https://musicbrainz.org/genre/2f7f569a-9348-4384-8508-2d0ac7d6a778,
